"country";"year";"iso_code";"population";"gdp";"biofuel_elec_per_capita";"biofuel_electricity";"biofuel_share_elec";"carbon_intensity_elec";"coal_elec_per_capita";"coal_electricity";"coal_prod_change_twh";"coal_prod_per_capita";"coal_production";"coal_share_elec";"electricity_demand";"electricity_generation";"energy_cons_change_pct";"energy_cons_change_twh";"energy_per_capita";"energy_per_gdp";"fossil_elec_per_capita";"fossil_electricity";"fossil_share_elec";"gas_elec_per_capita";"gas_electricity";"gas_prod_change_twh";"gas_prod_per_capita";"gas_production";"gas_share_elec";"greenhouse_gas_emissions";"hydro_elec_per_capita";"hydro_electricity";"hydro_share_elec";"low_carbon_elec_per_capita";"low_carbon_electricity";"low_carbon_share_elec";"net_elec_imports";"net_elec_imports_share_demand";"nuclear_cons_change_twh";"nuclear_consumption";"nuclear_elec_per_capita";"nuclear_electricity";"nuclear_energy_per_capita";"nuclear_share_elec";"oil_elec_per_capita";"oil_electricity";"oil_prod_change_twh";"oil_prod_per_capita";"oil_production";"oil_share_elec";"other_renewable_electricity";"other_renewable_exc_biofuel_electricity";"other_renewables_elec_per_capita";"other_renewables_elec_per_capita_exc_biofuel";"other_renewables_share_elec";"other_renewables_share_elec_exc_biofuel";"per_capita_electricity";"primary_energy_consumption";"renewables_elec_per_capita";"renewables_electricity";"renewables_share_elec";"solar_elec_per_capita";"solar_electricity";"solar_share_elec";"wind_elec_per_capita";"wind_electricity";"wind_share_elec"
"Nigeria";2021;"NGA";213401328;NA;0.234;0.05;0.159;376.867;2.671;0.57;NA;NA;NA;1.811;31.47;31.47;6.746;34.363;2547.954;NA;109.512;23.37;74.261;106.513;22.73;-42.555;2116.934;451.757;72.228;11.86;37.488;8;25.421;37.957;8.1;25.739;0;0;0;0;0;0;0;0;0.328;0.07;-116.411;4271.174;911.474;0.222;0.05;0;0.234;0;0.159;0;147.469;543.737;37.957;8.1;25.739;0.234;0.05;0.159;0;0;0
"Nigeria";2022;"NGA";218541216;NA;0.229;0.05;0.156;368.11;2.608;0.57;NA;NA;NA;1.775;32.11;32.11;NA;NA;NA;NA;106.387;23.25;72.407;103.459;22.61;-47.92;1847.874;403.837;70.414;11.82;40.084;8.76;27.281;40.542;8.86;27.593;0;0;0;0;0;0;0;0;0.32;0.07;-108.938;3672.241;802.536;0.218;0.05;0;0.229;0;0.156;0;146.929;NA;40.542;8.86;27.593;0.229;0.05;0.156;0;0;0
"Norway";1999;"NOR";4462148;228162633728;60.509;0.27;0.221;NA;8.964;0.04;0.625;744.564;3.322;0.033;120.23;122.15;2.652;13.531;117394.086;2.296;89.643;0.4;0.327;62.75;0.28;42.442;107811.891;481.073;0.229;NA;27217.832;121.45;99.427;27285.064;121.75;99.673;-1.92;-1.597;0;0;0;0;0;0;17.929;0.08;0.855;390104.781;1740.705;0.065;0.27;0;60.509;0;0.221;0;27374.709;523.83;27285.064;121.75;99.673;0;0;0;6.723;0.03;0.025
"Norway";2000;"NOR";4491204;242722144256;57.891;0.26;0.183;25.556;8.906;0.04;1.875;1157.228;5.197;0.028;123.38;142.43;10.821;56.682;129255.242;2.392;71.25;0.32;0.225;46.758;0.21;13.152;110042.82;494.225;0.147;3.64;31577.279;141.82;99.572;31641.85;142.11;99.775;-19.05;-15.44;0;0;0;0;0;0;15.586;0.07;120.952;414511.719;1861.657;0.049;0.26;0;57.891;0;0.183;0;31713.098;580.512;31641.85;142.11;99.775;0;0;0;6.68;0.03;0.021
"Norway";2001;"NOR";4514019;255412797440;55.383;0.25;0.206;26.411;8.861;0.04;9.507;3257.383;14.704;0.033;124.73;121.16;-9.563;-55.516;116303.484;2.055;93.043;0.42;0.347;53.168;0.24;42.087;118810.344;536.312;0.198;3.2;26685.754;120.46;99.422;26747.781;120.74;99.653;3.57;2.862;0;0;0;0;0;0;31.014;0.14;19.624;416764;1881.281;0.116;0.25;0;55.383;0;0.206;0;26840.828;524.996;26747.781;120.74;99.653;0;0;0;6.646;0.03;0.025
"Norway";2002;"NOR";4538435;267060707328;55.085;0.25;0.192;26.283;8.814;0.04;2.829;3863.188;17.533;0.031;120.41;130.12;4.051;21.269;120364.25;2.045;92.543;0.42;0.323;44.068;0.2;114.707;143445.797;651.019;0.154;3.42;28505.42;129.37;99.424;28578.133;129.7;99.677;-9.71;-8.064;0;0;0;0;0;0;39.661;0.18;-51.191;403242.531;1830.09;0.138;0.25;0;55.085;0;0.192;0;28670.674;546.265;28578.133;129.7;99.677;0;0;0;17.627;0.08;0.061
"Norway";2003;"NOR";4565167;277816606720;72.287;0.33;0.31;27.582;8.762;0.04;6.678;5303.295;24.21;0.038;114.46;106.59;-11.76;-64.238;105588.055;1.735;122.668;0.56;0.525;65.715;0.3;73.108;158620.125;724.127;0.281;2.94;23105.398;105.48;98.959;23225.875;106.03;99.475;7.87;6.876;0;0;0;0;0;0;48.191;0.22;-46.128;390776.938;1783.962;0.206;0.33;0;72.287;0;0.31;0;23348.543;482.027;23225.875;106.03;99.475;0;0;0;48.191;0.22;0.206
"Norway";2004;"NOR";4592284;297704030208;78.392;0.36;0.327;27.55;8.71;0.04;-0.329;5200.35;23.881;0.036;121.43;109.98;1.847;8.902;106903.023;1.649;128.476;0.59;0.536;80.57;0.37;61.723;171124.062;785.85;0.336;3.03;23687.559;108.78;98.909;23820.391;109.39;99.464;11.45;9.429;0;0;0;0;0;0;39.196;0.18;-36.873;380440.125;1747.089;0.164;0.36;0;78.392;0;0.327;0;23948.867;490.929;23820.391;109.39;99.464;0;0;0;54.439;0.25;0.227
"Norway";2005;"NOR";4623691;314925252608;71.372;0.33;0.241;26.842;8.651;0.04;-11.784;2616.306;12.097;0.029;125.06;137.1;14.223;69.825;121278.375;1.781;125.441;0.58;0.423;82.185;0.38;66.138;184265.734;851.988;0.277;3.68;29346.686;135.69;98.972;29526.195;136.52;99.577;-12.04;-9.627;0;0;0;0;0;0;34.604;0.16;-137.1;348204.344;1609.989;0.117;0.33;0;71.372;0;0.241;0;29651.637;560.754;29526.195;136.52;99.577;0;0;0;108.139;0.5;0.365
"Norway";2006;"NOR";4661081;332397084672;83.672;0.39;0.322;27.665;8.582;0.04;7.599;4225.553;19.696;0.033;121.94;121.09;-8.417;-47.2;110179.18;1.545;148.034;0.69;0.57;100.835;0.47;28.045;188804.453;880.033;0.388;3.35;25609.939;119.37;98.58;25830.918;120.4;99.43;0.85;0.697;0;0;0;0;0;0;38.618;0.18;-111.441;321502.312;1498.548;0.149;0.39;0;83.672;0;0.322;0;25978.951;513.554;25830.918;120.4;99.43;0;0;0;137.307;0.64;0.529
"Norway";2007;"NOR";4709582;352664748032;82.81;0.39;0.287;28.321;8.493;0.04;13.799;7112.082;33.495;0.029;125.91;135.94;7.344;37.717;117053.125;1.563;212.333;1;0.736;161.373;0.76;16.291;190319.234;896.324;0.559;3.85;28380.438;133.66;98.323;28652.225;134.94;99.264;-10.03;-7.966;0;0;0;0;0;0;42.467;0.2;-121.161;292464.938;1377.388;0.147;0.39;0;82.81;0;0.287;0;28864.559;551.271;28652.225;134.94;99.264;0;0;0;188.976;0.89;0.655
"Norway";2008;"NOR";4768654;364919226368;83.881;0.4;0.284;27.088;8.388;0.04;-5.288;5915.112;28.207;0.028;127.16;141.02;2.404;13.251;118381.93;1.547;140.501;0.67;0.475;92.269;0.44;96.964;208295.297;993.288;0.312;3.82;29157.074;139.04;98.596;29431.787;140.35;99.525;-13.86;-10.9;0;0;0;0;0;0;39.844;0.19;-46.289;279135.094;1331.099;0.135;0.4;0;83.881;0;0.284;0;29572.287;564.522;29431.787;140.35;99.525;0;0;0;190.83;0.91;0.645
"Norway";2009;"NOR";4829195;370050662400;47.627;0.23;0.176;40.263;8.283;0.04;-6.488;4497.367;21.719;0.031;121.91;130.89;-7.665;-43.269;107938.016;1.409;913.196;4.41;3.369;875.922;4.23;41.354;214247.344;1034.642;3.232;5.27;25942.213;125.28;95.714;26190.701;126.48;96.631;-8.98;-7.366;0;0;0;0;0;0;28.99;0.14;-70.695;260996.672;1260.404;0.107;0.23;0;47.627;0;0.176;0;27103.896;521.254;26190.701;126.48;96.631;0;0;0;200.862;0.97;0.741
"Norway";2010;"NOR";4889747;383737856000;71.578;0.35;0.284;44.443;8.18;0.04;-5.806;3254.312;15.913;0.032;130.63;123.08;-4.005;-20.874;102332.453;1.304;1047.089;5.12;4.16;981.646;4.8;27.312;217179.688;1061.954;3.9;5.47;23874.445;116.74;94.849;24123.947;117.96;95.84;7.55;5.78;0;0;0;0;0;0;57.263;0.28;-113.795;234492.484;1146.609;0.227;0.35;0;71.578;0;0.284;0;25171.037;500.38;24123.947;117.96;95.84;0;0;0;177.923;0.87;0.707
"Norway";2011;"NOR";4953565;399382970368;68.637;0.34;0.269;41.356;8.075;0.04;-4.515;2300.965;11.398;0.032;123.14;126.22;1.42;7.107;102448.797;1.271;870.08;4.31;3.415;748.956;3.71;-56.885;202898.078;1005.069;2.939;5.22;24281.502;120.28;95.294;24610.559;121.91;96.585;-3.08;-2.501;0;0;0;0;0;0;113.05;0.56;-60.765;219204.531;1085.844;0.444;0.34;0;68.637;0;0.269;0;25480.639;507.487;24610.559;121.91;96.585;0;0;0;260.419;1.29;1.022
"Norway";2012;"NOR";5019058;410365034496;65.749;0.33;0.225;34.803;7.97;0.04;-1.291;2013.698;10.107;0.027;128.72;146.54;10.751;54.561;111982.734;1.37;587.76;2.95;2.013;446.299;2.24;133.557;226860.375;1138.625;1.529;5.1;28236.373;141.72;96.711;28608.953;143.59;97.987;-17.82;-13.844;0;0;0;0;0;0;133.491;0.67;-73.51;201697.938;1012.334;0.457;0.33;0;65.749;0;0.225;0;29196.711;562.048;28608.953;143.59;97.987;0;0;0;306.83;1.54;1.051
"Norway";2013;"NOR";5080667;414462935040;78.73;0.4;0.3;35.642;7.873;0.04;5.148;3002.533;15.255;0.03;128.26;133.27;-6.249;-35.122;103711.922;1.271;560.95;2.85;2.139;407.427;2.07;-59.321;212433.516;1079.304;1.553;4.75;25221.098;128.14;96.151;25669.857;130.42;97.861;-5.01;-3.906;0;0;0;0;0;0;145.65;0.74;-47.857;189832.688;964.477;0.555;0.4;0;78.73;0;0.3;0;26230.809;526.926;25669.857;130.42;97.861;0;0;0;370.03;1.88;1.411
"Norway";2014;"NOR";5137926;422415695872;48.658;0.25;0.177;35.263;7.785;0.04;-1.48;2680.968;13.775;0.028;125.36;140.94;3.001;15.813;105633.75;1.285;583.893;3;2.129;432.081;2.22;-4.393;209211.125;1074.911;1.575;4.97;26366.67;135.47;96.119;26847.41;137.94;97.871;-15.58;-12.428;0;0;0;0;0;0;144.027;0.74;23.682;192326.406;988.159;0.525;0.25;0;48.658;0;0.177;0;27431.303;542.738;26847.41;137.94;97.871;0;0;0;432.081;2.22;1.575
"Norway";2015;"NOR";5190357;429219184640;48.166;0.25;0.175;35.16;7.707;0.04;-4.679;1752.357;9.095;0.028;128.41;143.06;0.969;5.261;105580.383;1.277;576.068;2.99;2.09;423.863;2.2;86.398;223743.531;1161.309;1.538;5.03;26452.9;137.3;95.974;26986.586;140.07;97.91;-14.65;-11.409;0;0;0;0;0;0;144.499;0.75;31.054;196366.609;1019.213;0.524;0.25;0;48.166;0;0.175;0;27562.65;548;26986.586;140.07;97.91;0;0;0;485.516;2.52;1.761
"Norway";2016;"NOR";5236591;433545936896;43.922;0.23;0.155;34.499;7.639;0.04;-2.368;1284.604;6.727;0.027;131.71;148.12;1.478;8.1;106194.953;1.283;567.163;2.97;2.005;422.03;2.21;-2.4;221309.859;1158.909;1.492;5.11;27271.561;142.81;96.415;27718.414;145.15;97.995;-16.41;-12.459;0;0;0;0;0;0;137.494;0.72;31.06;200564.141;1050.272;0.486;0.23;0;43.922;0;0.155;0;28285.576;556.1;27718.414;145.15;97.995;0;0;0;402.934;2.11;1.425
"Norway";2017;"NOR";5277396;443618328576;49.267;0.26;0.175;34.566;7.579;0.04;NA;NA;NA;0.027;133.25;148.41;0.501;2.784;105901.328;1.26;555.198;2.93;1.974;390.344;2.06;78.502;234473.906;1237.412;1.388;5.13;26977.318;142.37;95.93;27566.623;145.48;98.026;-15.16;-11.377;0;0;0;0;0;0;157.275;0.83;-16.646;195859.234;1033.627;0.559;0.26;0;49.267;0;0.175;0;28121.824;558.883;27566.623;145.48;98.026;0;0;0;540.039;2.85;1.92
"Norway";2018;"NOR";5312321;449338998784;37.648;0.2;0.137;34.587;7.53;0.04;NA;NA;NA;0.027;135.86;146.01;-1.565;-8.749;103558.188;1.224;557.195;2.96;2.027;410.367;2.18;-24.543;228312.375;1212.869;1.493;5.05;26161.822;138.98;95.185;26927.967;143.05;97.973;-10.15;-7.471;0;0;0;0;0;0;139.299;0.74;-64.634;182404.75;968.993;0.507;0.2;0;37.648;0;0.137;0;27485.16;550.134;26927.967;143.05;97.973;0;0;0;728.495;3.87;2.651
"Norway";2019;"NOR";5348285;NA;46.744;0.25;0.187;34.596;7.479;0.04;NA;NA;NA;0.03;133.87;133.83;-6.289;-34.6;96392.5;NA;516.053;2.76;2.062;385.17;2.06;-70.27;213638.281;1142.598;1.539;4.63;23426.201;125.29;93.619;24506.924;131.07;97.938;0.04;0.03;0;0;0;0;0;0;123.404;0.66;-41.052;173502.5;927.941;0.493;0.25;0;46.744;0;0.187;0;25022.975;515.535;24506.924;131.07;97.938;1.87;0.01;0.007;1032.107;5.52;4.125
"Norway";2020;"NOR";5379836;NA;44.611;0.24;0.156;31.045;7.435;0.04;NA;NA;NA;0.026;133.82;154.29;8.413;43.371;103888.891;NA;408.934;2.2;1.426;299.266;1.61;-27.706;207235.359;1114.892;1.043;4.79;26357.68;141.8;91.905;28270.379;152.09;98.574;-20.47;-15.297;0;0;0;0;0;0;102.234;0.55;143.568;199171.25;1071.509;0.356;0.24;0;44.611;0;0.156;0;28679.312;558.905;28270.379;152.09;98.574;26.023;0.14;0.091;1842.063;9.91;6.423
"Norway";2021;"NOR";5403021;NA;40.718;0.22;0.14;27.552;7.403;0.04;NA;NA;NA;0.025;139.58;157.16;1.822;10.185;105328.086;NA;199.888;1.08;0.687;57.375;0.31;28.253;211575.109;1143.145;0.197;4.33;26638.801;143.93;91.582;28887.543;156.08;99.313;-17.58;-12.595;0;0;0;0;0;0;135.11;0.73;20.275;202069.031;1091.783;0.464;0.22;0;40.718;0;0.14;0;29087.43;569.09;28887.543;156.08;99.313;31.464;0.17;0.108;2176.56;11.76;7.483
"Norway";2022;"NOR";5434324;NA;40.483;0.22;0.144;28.925;7.361;0.04;NA;NA;NA;0.026;140.29;152.81;-7.444;-42.361;96926.234;NA;294.425;1.6;1.047;150.893;0.82;85.338;226059.906;1228.483;0.537;4.42;24816.334;134.86;88.253;27824.988;151.21;98.953;-12.52;-8.924;0;0;0;0;0;0;136.171;0.74;-57.274;190365.703;1034.509;0.484;0.28;0.06;51.524;11.041;0.183;0.039;28119.412;526.729;27824.988;151.21;98.953;31.283;0.17;0.111;2925.847;15.9;10.405
"Oman";1999;"OMN";2312608;47475470336;NA;NA;NA;NA;NA;NA;0;0;0;NA;NA;8.413;13.647;9.441;33996.68;1.656;NA;NA;NA;NA;NA;2.63;22219.545;51.385;NA;NA;0;0;0;0;0;0;NA;NA;0;0;0;0;0;0;NA;NA;-0.166;224782;519.833;NA;0;NA;0;NA;0;NA;3637.884;78.621;0;0;0;0;0;0;0;0;0
"Oman";2000;"OMN";2344261;53667835904;0;0;0;489.486;0;0;0;0;0;0;8.56;8.56;41.087;32.303;47317.117;2.067;3651.471;8.56;100;3651.471;8.56;51.826;44027.125;103.211;100;4.19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27.065;233292.312;546.898;0;0;0;0;0;0;0;3651.471;110.924;0;0;0;0;0;0;0;0;0
"Oman";2001;"OMN";2374655;59346665472;0;0;0;489.617;0;0;0;0;0;0;9.15;9.15;11.031;12.236;51864.105;2.075;3853.191;9.15;100;3853.191;9.15;51.035;64955.289;154.246;100;4.48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1.506;229672.094;545.392;0;0;0;0;0;0;0;3853.191;123.159;0;0;0;0;0;0;0;0;0
"Oman";2002;"OMN";2403663;62001954816;0;0;0;490.216;0;0;0;0;0;0;9.71;9.71;7.989;9.839;55331.734;2.145;4039.668;9.71;100;4039.668;9.71;12.195;69244.727;166.441;100;4.76;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-33.536;212948.5;511.856;0;0;0;0;0;0;0;4039.668;132.999;0;0;0;0;0;0;0;0;0
"Oman";2003;"OMN";2431603;63766302720;0;0;0;489.573;0;0;0;0;0;0;10.07;10.07;3.731;4.962;56736.633;2.164;4141.301;10.07;100;4141.301;10.07;16.914;75404.945;183.355;100;4.93;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-44.042;192389.219;467.814;0;0;0;0;0;0;0;4141.301;137.961;0;0;0;0;0;0;0;0;0
"Oman";2004;"OMN";2468860;68446281728;0;0;0;490.287;0;0;0;0;0;0;10.81;10.81;-7.094;-9.786;51916.52;1.873;4378.539;10.81;100;4378.539;10.81;3.22;75571.461;186.575;100;5.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-20.879;181029.156;446.936;0;0;0;0;0;0;0;4378.539;128.175;0;0;0;0;0;0;0;0;0
"Oman";2005;"OMN";2515202;74672898048;0;0;0;490.328;0;0;0;0;0;0;11.89;11.89;20.937;26.836;61629.492;2.076;4727.254;11.89;100;4727.254;11.89;21.919;82893.531;208.494;100;5.83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-5.003;175704.594;441.933;0;0;0;0;0;0;0;4727.254;155.011;0;0;0;0;0;0;0;0;0
"Oman";2006;"OMN";2560652;84269957120;0;0;0;490.196;0;0;0;0;0;0;13.26;13.26;9.845;15.261;66495.539;2.021;5178.369;13.26;100;5178.369;13.26;34.421;94864.344;242.915;100;6.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-21.164;164320.938;420.769;0;0;0;0;0;0;0;5178.369;170.272;0;0;0;0;0;0;0;0;0
"Oman";2007;"OMN";2605706;94693957632;0;0;0;490.24;0;0;0;0;0;0;13.32;13.32;1.346;2.292;66225.367;1.822;5111.858;13.32;100;5111.858;13.32;3.151;94433.203;246.065;100;6.53;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-15.605;155491.094;405.164;0;0;0;0;0;0;0;5111.858;172.564;0;0;0;0;0;0;0;0;0
"Oman";2008;"OMN";2651032;110108073984;0;0;0;489.919;0;0;0;0;0;0;14.88;14.88;16.354;28.221;75738.219;1.824;5612.909;14.88;100;5612.909;14.88;-4.702;91044.984;241.363;100;7.29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25.971;162629.234;431.135;0;0;0;0;0;0;0;5612.909;200.784;0;0;0;0;0;0;0;0;0
"Oman";2009;"OMN";2697543;124503998464;0;0;0;490.149;0;0;0;0;0;0;16.75;16.75;-0.79;-1.587;73844.125;1.6;6209.354;16.75;100;6209.354;16.75;-2.223;88650.93;239.14;100;8.21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30.106;170985.797;461.242;0;0;0;0;0;0;0;6209.354;199.198;0;0;0;0;0;0;0;0;0
"Oman";2010;"OMN";2881915;137422618624;0;0;0;490.07;0;0;0;0;0;0;18.63;18.63;18.943;37.733;82213.055;1.724;6464.451;18.63;100;6464.451;18.63;17.838;89169.039;256.978;100;9.13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29.563;170305.125;490.805;0;0;0;0;0;0;0;6464.451;236.931;0;0;0;0;0;0;0;0;0
"Oman";2011;"OMN";3206883;141399490560;0;0;0;489.786;0;0;0;0;0;0;20.56;20.56;9.603;22.752;80976.867;1.837;6411.209;20.56;100;6411.209;20.56;14.301;84592.664;271.279;100;10.07;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11.764;156715.656;502.569;0;0;0;0;0;0;0;6411.209;259.683;0;0;0;0;0;0;0;0;0
"Oman";2012;"OMN";3535585;150612361216;0;0;0;489.796;0;0;0;0;0;0;23.52;23.52;9.096;23.62;80129;1.881;6652.364;23.52;100;6652.364;23.52;11.941;80105.531;283.22;100;11.52;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20.778;148022.547;523.346;0;0;0;0;0;0;0;6652.364;283.303;0;0;0;0;0;0;0;0;0
"Oman";2013;"OMN";3816688;153523863552;0;0;0;490.069;0;0;0;0;0;0;24.67;24.67;12.066;34.182;83183.344;2.068;6463.719;24.67;100;6463.719;24.67;24.639;80661.297;307.859;100;12.09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12.59;140419.109;535.936;0;0;0;0;0;0;0;6463.719;317.485;0;0;0;0;0;0;0;0;0
"Oman";2014;"OMN";4009272;155313733632;0;0;0;490.139;0;0;0;0;0;0;27.38;27.38;-0.531;-1.687;78766.812;2.033;6829.169;27.38;100;6829.169;27.38;-14.368;73203.008;293.491;100;13.42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.591;134070.844;537.526;0;0;0;0;0;0;0;6829.169;315.798;0;0;0;0;0;0;0;0;0
"Oman";2015;"OMN";4191784;161733820416;0;0;0;490.094;0;0;0;0;0;0;30.79;30.79;6.646;20.987;80343.992;2.082;7345.321;30.79;100;7345.321;30.79;13.98;73350.914;307.471;100;15.09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21.073;133260.609;558.6;0;0;0;0;0;0;0;7345.321;336.785;0;0;0;0;0;0;0;0;0
"Oman";2016;"OMN";4398080;168786526208;0;0;0;489.897;0;0;0;0;0;0;32.17;32.17;0.283;0.954;76792.227;2.001;7314.555;32.17;100;7314.555;32.17;7.304;71571.008;314.775;100;15.76;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14.947;130408.492;573.547;0;0;0;0;0;0;0;7314.555;337.738;0;0;0;0;0;0;0;0;0
"Oman";2017;"OMN";4541853;169370533888;0;0;0;489.7;0;0;NA;NA;NA;0;33.98;33.98;4.631;15.639;77804.742;2.086;7477.125;33.96;99.941;7477.125;33.96;8.459;71167.898;323.234;99.941;16.64;0;0;0;4.403;0.02;0.059;0;0;0;0;0;0;0;0;0;0;-20.373;121794.68;553.174;0;0;0;0;0;0;0;7481.528;353.378;4.403;0.02;0.059;4.403;0.02;0.059;0;0;0
"Oman";2018;"OMN";4601160;172358221824;0;0;0;489.71;0;0;NA;NA;NA;0;35.47;35.47;6.329;22.365;81662.578;2.18;7704.579;35.45;99.944;7704.579;35.45;40.092;78964.094;363.326;99.944;17.37;0;0;0;4.347;0.02;0.056;0;0;0;0;0;0;0;0;0;0;3.021;120881.383;556.195;0;0;0;0;0;0;0;7708.926;375.743;4.347;0.02;0.056;4.347;0.02;0.056;0;0;0
"Oman";2019;"OMN";4602769;NA;0;0;0;489.598;0;0;NA;NA;NA;0;36.05;36.05;-0.69;-2.592;81070.859;NA;7827.896;36.03;99.945;7827.896;36.03;3.576;79713.312;366.902;99.945;17.65;0;0;0;4.345;0.02;0.055;0;0;0;0;0;0;0;0;0;0;-5.768;119585.953;550.427;0;0;0;0;0;0;0;7832.241;373.15;4.345;0.02;0.055;4.345;0.02;0.055;0;0;0
"Oman";2020;"OMN";4543406;NA;0;0;0;488.352;0;0;NA;NA;NA;0;34.34;34.34;-3.765;-14.047;79038.305;NA;7529.593;34.21;99.621;7529.593;34.21;2.402;81283.523;369.304;99.621;16.77;0;0;0;28.613;0.13;0.379;0;0;0;0;0;0;0;0;0;0;-14.155;118032.938;536.272;0;0;0;0;0;0;0;7558.206;359.103;28.613;0.13;0.379;28.613;0.13;0.379;0;0;0
"Oman";2021;"OMN";4520474;NA;0;0;0;488.238;0;0;NA;NA;NA;0;36.56;36.56;9.72;34.904;87160.523;NA;8052.253;36.4;99.562;8052.253;36.4;33.032;89003.047;402.336;99.562;17.85;0;0;0;35.395;0.16;0.438;0;0;0;0;0;0;0;0;0;0;8.298;120467.336;544.569;0;0;0;0;0;0;0;8087.648;394.007;35.395;0.16;0.438;35.395;0.16;0.438;0;0;0
"Oman";2022;"OMN";4576300;NA;0;0;0;488.272;0;0;NA;NA;NA;0;37.09;37.09;5.406;21.299;90751.438;NA;8069.838;36.93;99.569;8069.838;36.93;18.592;91980.031;420.928;99.569;18.11;0;0;0;34.963;0.16;0.431;0;0;0;0;0;0;0;0;0;0;53.764;130746.141;598.334;0;0;0;0;0;0;0;8104.801;415.306;34.963;0.16;0.431;34.963;0.16;0.431;0;0;0
"Pakistan";1999;"PAK";149694464;440333205504;NA;NA;NA;NA;NA;NA;-0.052;115.542;17.296;NA;NA;65.302;4.379;19.873;3164.593;1.076;NA;NA;NA;NA;NA;20.875;1132.34;169.505;NA;NA;143.658;21.505;32.931;144.189;21.584;33.053;NA;NA;-0.89;0.226;0.531;0.08;1.508;0.122;NA;NA;-0.709;232.784;34.846;NA;0;NA;0;NA;0;NA;436.235;473.722;143.658;21.505;32.931;0;0;0;0;0;0
"Pakistan";2000;"PAK";154369920;459798544384;4.988;0.77;1.215;411.356;3.433;0.53;-0.418;109.334;16.878;0.836;63.4;63.4;2.118;10.032;3133.734;1.052;292.997;45.23;71.341;192.006;29.64;10.02;1162.953;179.525;46.751;26.08;110.255;17.02;26.845;117.704;18.17;28.659;0;0;2.458;2.684;2.462;0.38;17.384;0.599;97.558;15.06;0.596;229.593;35.442;23.754;0.77;0;4.988;0;1.215;0;410.702;483.754;115.243;17.79;28.06;0;0;0;0;0;0
"Pakistan";2001;"PAK";159217728;477964500992;4.962;0.79;1.147;396.078;3.454;0.55;0.157;106.99;17.035;0.799;68.85;68.85;2.356;11.396;3109.893;1.036;297.266;47.33;68.744;196.649;31.31;10.02;1190.477;189.545;45.476;27.27;117.763;18.75;27.233;135.161;21.52;31.256;0;0;3.197;5.88;12.436;1.98;36.934;2.876;97.163;15.47;3.805;246.5;39.247;22.469;0.79;0;4.962;0;1.147;0;432.427;495.15;122.725;19.54;28.381;0;0;0;0;0;0
"Pakistan";2002;"PAK";163262800;504824791040;5.023;0.82;1.132;380.453;3.369;0.55;1.202;111.7;18.237;0.759;72.44;72.44;3.829;18.959;3148.968;1.018;292.106;47.69;65.834;193.247;31.55;15.949;1258.667;205.493;43.553;27.56;135.548;22.13;30.549;151.596;24.75;34.166;0;0;-0.57;5.31;11.025;1.8;32.526;2.485;95.49;15.59;2.735;257.146;41.982;21.521;0.82;0;5.023;0;1.132;0;443.702;514.109;140.571;22.95;31.681;0;0;0;0;0;0
"Pakistan";2003;"PAK";166876672;543920422912;4.914;0.82;1.058;360.867;3.356;0.56;-0.789;104.553;17.447;0.723;77.55;77.48;8.912;45.817;3355.333;1.029;288.716;48.18;62.184;190.979;31.87;50.01;1531.094;255.504;41.133;27.96;159.819;26.67;34.422;175.579;29.3;37.816;0.07;0.09;-0.009;5.301;10.846;1.81;31.765;2.336;94.381;15.75;-2.565;236.204;39.417;20.328;0.82;0;4.914;0;1.058;0;464.295;559.927;164.732;27.49;35.48;0;0;0;0;0;0
"Pakistan";2004;"PAK";170648624;592025878528;5.45;0.93;1.146;376.879;3.575;0.61;0.287;103.926;17.735;0.752;81.25;81.14;11.276;63.135;3651.14;1.052;309.818;52.87;65.159;204.983;34.98;51.262;1797.647;306.766;43.111;30.58;148.902;25.41;31.316;165.662;28.27;34.841;0.11;0.135;1.377;6.678;11.31;1.93;39.133;2.379;101.261;17.28;1.383;239.088;40.8;21.297;0.93;0;5.45;0;1.146;0;475.48;623.062;154.352;26.34;32.462;0;0;0;0;0;0
