"country";"year";"population";"gdp";"carbon_intensity_elec";"coal_electricity";"coal_production";"electricity_demand";"electricity_generation";"energy_cons_change_pct";"energy_per_gdp";"fossil_electricity";"gas_electricity";"gas_production";"greenhouse_gas_emissions";"hydro_electricity";"net_elec_imports";"nuclear_consumption";"nuclear_electricity";"oil_electricity";"oil_production";"other_renewable_electricity";"primary_energy_consumption";"renewables_electricity";"solar_electricity";"wind_electricity"
"Egypt";2004;77.522424;560.813244416;449.226;0;0.249;95.51;96.21;5.582;1.216;83.17;72.92;317.625;43.22;12.52;-0.7;0;0;10.25;405.197;0;682.054;13.04;0;0.52
"Egypt";2005;79.075312;599.346511872;460.837;0;0.189;102.38;103.16;2.546;1.167;90.09;75.37;409.062;47.54;12.52;-0.78;0;0;14.72;385.736;0;699.417;13.07;0;0.55
"Egypt";2006;80.629664;649.072410624;461.37;0;0.189;109.15;109.5;5.323;1.135;96.08;81.21;526.487;50.52;12.8;-0.35;0;0;14.87;385.671;0;736.644;13.42;0;0.62
"Egypt";2007;82.21876;711.52173056;453.696;0;0.189;118.22;118.78;6.507;1.103;102.6;87.18;536.016;53.89;15.35;-0.56;0;0;15.42;393.21;0;784.579;16.18;0;0.83
"Egypt";2008;83.844784;772.704108544;461.18;0;0.189;123.39;124.29;6.023;1.077;108.85;91.56;567.586;57.32;14.53;-0.9;0;0;17.29;403.03;0;831.838;15.44;0;0.91
"Egypt";2009;85.501064;828.245147648;473.456;0;0.521;130.73;131.67;3.586;1.04;117.81;97.38;603.391;62.34;12.73;-0.94;0;0;20.43;410.074;0;861.671;13.86;0;1.13
"Egypt";2010;87.252416;895.0923264;476.669;0;0.287;158.86;160.3;3.881;1;145.67;123.33;590.205;76.41;12.92;-1.44;0;0;22.34;407.399;0;895.112;14.63;0.21;1.5
"Egypt";2011;89.200056;919.29608192;471.352;0;0.068;155.5;157.08;4.8;1.02;142.53;124.16;591.433;74.04;12.81;-1.58;0;0;18.37;402.386;0;938.079;14.55;0.22;1.52
"Egypt";2012;91.240384;945.768431616;477.007;0;0.159;164;164.4;3.959;1.031;150.05;128.34;585.982;78.42;12.99;-0.4;0;0;21.71;403.864;0;975.215;14.35;0.24;1.12
"Egypt";2013;93.377896;971.07181568;483.861;0;0.023;167.83;168.23;-0.725;0.997;153.57;125.91;539.648;81.4;13.22;-0.4;0;0;27.66;399.619;0;968.144;14.66;0.11;1.33
"Egypt";2014;95.592328;1018.60704256;488.105;0;0;174.61;175.29;-1.266;0.938;159.93;127.39;469.61;85.56;13.68;-0.68;0;0;32.54;408.681;0;955.887;15.36;0.24;1.44
"Egypt";2015;97.723792;1058.643968;492.862;0;0;185.63;186.32;1.656;0.918;170.68;133.29;425.906;91.83;13.41;-0.69;0;0;37.39;412.063;0;971.72;15.64;0.17;2.06
"Egypt";2016;99.784032;1104.510713856;489.767;0;0;189.31;189.58;5.543;0.929;174.08;139.85;402.517;92.85;12.72;-0.27;0;0;34.23;393.501;0;1025.583;15.5;0.58;2.2
"Egypt";2017;101.789384;1159.010320384;481.203;0;7.405;196.5;196.84;3.931;0.92;181.31;155.01;488.126;94.72;12.6;-0.34;0;0;26.3;374.23;0;1065.902;15.53;0.6;2.33
"Egypt";2018;103.740768;1221.832605696;466.086;0;0;199.05;199.62;0.117;0.873;182.31;166.61;585.583;93.04;12.77;-0.57;0;0;15.7;381.976;0;1067.152;17.31;1.52;3.02
"Egypt";2019;105.618672;1138.677121024;449.206;0;0;193.82;194.61;-1.824;1.351;173.86;165.86;649.387;87.42;12.09;-0.79;0;0;8;369.974;0;1047.689;20.75;4.43;4.23
"Egypt";2020;107.465128;1138.677121024;446.616;0;0;188.47;189.29;-6.104;1.118;168.46;161.65;584.654;84.54;12.09;-0.82;0;0;6.81;361.302;0;983.735;20.83;4.51;4.23
"Egypt";2021;109.262184;1138.677121024;448.284;0;0;201.44;202.26;7.061;1.653;179.23;168.65;677.994;90.67;14;-0.82;0;0;10.58;344.264;0;1053.191;23.03;4.8;4.23
"Egypt";2022;110.990096;1441.915600896;469.63;0;7.405;207.28;208.1;4.964;0.6;184.75;153.46;644.882;97.73;14.07;-0.82;0;0;31.29;347.98;0;1105.468;23.35;5.05;4.23
"Ethiopia";2000;67.031872;50.326962176;47.059;0;0;1.7;1.7;6.577;0.384;0.06;0;0;0.08;1.63;0;0;0;0.06;0;0.01;19.305;1.64;0;0
"Ethiopia";2001;69.018936;52.434132992;44.118;0;0;2.04;2.04;8.883;0.401;0.06;0;0;0.09;1.97;0;0;0;0.06;0;0.01;21.019;1.98;0;0
"Ethiopia";2002;71.073224;54.501777408;43.478;0;0;2.07;2.07;2.74;0.396;0.06;0;0;0.09;2;0;0;0;0.06;0;0.01;21.595;2.01;0;0
"Ethiopia";2003;73.168848;53.892042752;38.627;0;0;2.33;2.33;8.158;0.433;0.06;0;0;0.09;2.26;0;21.082;0;0.06;0;0.01;23.357;2.27;0;0
"Ethiopia";2004;75.301024;55.845388288;38.911;0;0;2.57;2.57;6.924;0.447;0.06;0;0;0.1;2.5;0;0;0;0.06;0;0.01;24.974;2.51;0;0
"Ethiopia";2005;77.469944;61.634772992;38.194;0;0;2.88;2.88;14.833;0.465;0.06;0;0;0.11;2.81;0;0;0;0.06;0;0.01;28.678;2.82;0;0
"Ethiopia";2006;79.691056;67.217117184;36.364;0;0;3.3;3.3;9.738;0.468;0.06;0;0;0.12;3.23;0;0;0;0.06;0;0.01;31.471;3.24;0;0
"Ethiopia";2007;81.996184;73.421791232;56.497;0;0;3.54;3.54;10.693;0.474;0.17;0;0;0.2;3.35;0;107.837;0;0.17;0;0.02;34.836;3.37;0;0
"Ethiopia";2008;84.357104;79.756500992;106.667;0;0;3.75;3.75;4.687;0.457;0.44;0;0;0.4;3.26;0;20.917;0;0.44;0;0.05;36.469;3.31;0;0
"Ethiopia";2009;86.755584;86.391037952;95.718;0;0.135;3.97;3.97;3.395;0.436;0.42;0;0;0.38;3.49;0;0;0;0.42;0;0.06;37.707;3.55;0;0
"Ethiopia";2010;89.2378;94.148632576;36.072;0;0.271;4.99;4.99;10.818;0.444;0.08;0;0;0.18;4.88;0;39.824;0;0.08;0;0.03;41.787;4.91;0;0
"Ethiopia";2011;91.817936;104.948621312;31.646;0;0.158;5.99;6.32;12.995;0.45;0.07;0;0;0.2;6.2;-0.33;0;0;0.07;0;0.02;47.217;6.25;0;0.03
"Ethiopia";2012;94.45128;115.914989568;27.815;0;0;6.99;7.55;11.441;0.454;0.04;0;0;0.21;7.31;-0.56;0;0;0.04;0;0.01;52.619;7.51;0;0.19
"Ethiopia";2013;97.084376;126.44302848;25.375;0;0;8.03;8.67;16.723;0.486;0.03;0;0;0.22;8.26;-0.64;0;0;0.03;0;0.01;61.419;8.64;0.01;0.36
"Ethiopia";2014;99.746768;139.096784896;24.287;0;0;8.71;9.47;13.298;0.5;0.02;0;0;0.23;8.92;-0.76;38.012;0;0.02;0;0.01;69.586;9.45;0.02;0.5
"Ethiopia";2015;102.471896;152.3720192;24.062;0;0;9.69;10.39;5.353;0.481;0.02;0;0;0.25;9.58;-0.7;0;0;0.02;0;0.01;73.311;10.37;0.02;0.76
"Ethiopia";2016;105.293232;164.904124416;24.058;0;0;11.17;12.47;15.94;0.515;0.01;0;0;0.3;11.64;-1.3;8.689;0;0.01;0;0.02;84.997;12.46;0.02;0.78
"Ethiopia";2017;108.197944;181.74083072;24.372;0;0.624;11.7;13.13;1.198;0.473;0.01;0;10.954;0.32;12.55;-1.43;0;0;0.01;27.327;0.02;86.015;13.12;0.02;0.53
"Ethiopia";2018;111.12944;195.740319744;23.93;0;0;12.79;13.79;6.405;0.468;0.01;0;7.819;0.33;12.89;-1;0;0;0.01;1224.6;0.02;91.524;13.78;0.02;0.85
"Ethiopia";2019;114.120592;252.484943872;25.299;0;0;13.09;14.23;14.962;0.735;0.01;0;0;0.36;13.56;-1.14;0;0;0.01;26.119;0.03;105.218;14.22;0.02;0.61
"Ethiopia";2020;117.19092;300.624052224;24.596;0;17.735;12.59;14.23;-4.203;0.902;0.01;0;0;0.35;13.56;-1.64;0;0;0.01;286.533;0.02;100.796;14.22;0.03;0.61
"Ethiopia";2021;120.283024;253.683007488;25.187;0;0;12.94;14.69;4.009;0.957;0.01;0;534.188;0.37;14;-1.75;0;0;0.01;76.956;0.03;104.837;14.68;0.04;0.61
"Finland";2000;5.176208;169.209069568;261.499;8.49;0;81.67;69.79;0.549;2.122;23.93;10.13;0;18.25;14.66;11.88;63.784;22.48;5.31;0;8.64;359.11;23.38;0;0.08
"Finland";2001;5.188007;173.703233536;300.175;10.61;0;84.25;74.29;2.168;2.112;29.98;11.69;0;22.3;13.2;9.96;64.199;22.77;7.68;0;8.27;366.894;21.54;0;0.07
"Finland";2002;5.200588;176.75042816;327.847;12.71;0;86.65;74.73;0.511;2.086;32.6;11.63;0;24.5;10.78;11.92;62.446;22.3;8.26;0;8.99;368.768;19.83;0;0.06
"Finland";2003;5.212991;180.407926784;376.665;19.25;0;88.93;84.08;7.094;2.189;42.29;13.85;0;31.67;9.59;4.85;63.259;22.73;9.19;0;9.38;394.928;19.06;0;0.09
"Finland";2004;5.228143;187.631845376;331.893;16.5;0;90.47;85.6;-0.424;2.096;37.25;12.75;0;28.41;15.07;4.87;62.815;22.72;8;0;10.44;393.254;25.63;0;0.12
"Finland";2005;5.24607;192.989478912;252.239;6.5;0;87.34;70.33;-9.08;1.853;23.6;11.23;0;17.74;13.78;17.01;63.942;23.27;5.87;0;9.51;357.548;23.46;0;0.17
"Finland";2006;5.266249;200.964489216;342.352;16.33;0;93.45;82.05;7.262;1.908;36.68;12.32;0;28.09;11.49;11.4;62.543;22.91;8.03;0;10.81;383.512;22.46;0;0.16
"Finland";2007;5.288694;211.541000192;316.115;13.89;0;93.48;80.92;-0.344;1.807;33.18;10.56;0;25.58;14.18;12.56;63.555;23.42;8.73;0;9.95;382.192;24.32;0;0.19
"Finland";2008;5.313358;213.224882176;261.756;8.5;0;89.75;76.98;-3.584;1.728;26.25;11.03;0;20.15;17.11;12.77;61.907;22.96;6.72;0;10.4;368.496;27.77;0;0.26
"Finland";2009;5.338813;195.736961024;284.898;11.13;0;83.87;71.78;-7.383;1.744;26.55;9.82;0;20.45;12.69;12.09;63.047;23.53;5.6;0;8.73;341.288;21.7;0;0.28
"Finland";2010;5.363279;201.743089664;321.509;14.54;0;90.84;80.34;8.791;1.84;33.36;11.26;0;25.83;12.92;10.5;60.726;22.8;7.56;0;10.97;371.291;24.18;0;0.29
"Finland";2011;5.388173;207.082078208;279.47;9.78;0;87.06;73.21;-5.755;1.69;25.84;9.45;0;20.46;12.45;13.85;61.38;23.19;6.61;0;11.24;349.923;24.18;0.01;0.48
"Finland";2012;5.413865;204.128370688;223.855;7.1;0;87.53;70.09;-2.705;1.668;18.54;6.73;0;15.69;16.86;17.44;60.482;22.99;4.71;0;11.2;340.459;28.56;0.01;0.49
"Finland";2013;5.438873;202.579968;259.791;10.69;0;86.69;70.98;0.394;1.687;21.74;6.79;0;18.44;12.84;15.71;61.737;23.61;4.26;0;12.01;341.801;25.63;0.01;0.77
"Finland";2014;5.461436;201.300410368;230.939;7.92;0;85.78;67.81;-3.504;1.638;17.95;5.52;0;15.66;13.4;17.97;61.299;23.58;4.51;0;11.76;329.823;26.28;0.01;1.11
"Finland";2015;5.479457;201.84399872;191.194;5.12;0;84.7;68.36;-0.282;1.629;14.58;5.2;0;13.07;16.77;16.34;60.069;23.25;4.26;0;11.42;328.893;30.53;0.01;2.33
"Finland";2016;5.495217;204.639584256;201.519;6.97;0;87.43;68.48;1.578;1.633;14.87;3.74;0;13.8;15.8;18.95;59.606;23.2;4.16;0;11.52;334.083;30.41;0.02;3.07
"Finland";2017;5.508146;211.331219456;188.319;5.86;22.859;87.55;67.12;-2.056;1.548;13.17;3.3;0;12.64;14.77;20.43;57.401;22.48;4.01;0;11.86;327.216;31.47;0.05;4.79
"Finland";2018;5.515465;214.535733248;199.628;5.79;5.53;89.92;69.98;2.025;1.556;15.05;4.2;121.284;13.97;13.3;19.94;57.868;22.79;5.06;15.243;12.91;333.841;32.14;0.09;5.84
"Finland";2019;5.521539;868.838998016;179.731;4.36;21.002;88.42;68.38;-2.054;1.067;12.63;3.85;94.199;12.29;12.42;20.04;60.378;23.87;4.42;0;13.29;326.982;31.88;0.15;6.02
"Finland";2020;5.529468;591.216050176;141.222;2.44;38.235;84.14;69.04;-4.224;0.398;9.82;3.99;0.524;9.75;15.88;15.1;58.697;23.29;3.39;22.117;11.57;313.171;35.93;0.22;8.26
"Finland";2021;5.535982;726.26470912;145.541;2.67;0.669;89.64;71.87;2.113;1.227;10.09;3.83;0;10.46;15.79;17.77;59.253;23.6;3.59;0;13.58;319.79;38.18;0.3;8.51
"Finland";2022;5.540745;772.704108544;131.709;2.98;0;85.18;72.66;2.166;1.175;7.88;1.32;125.111;9.57;13.74;12.52;63.148;25.09;3.58;6.498;13.93;326.716;39.69;0.3;11.72
"France";2000;58.665456;2031.94957824;81.278;27;25.497;464.12;533.6;1.274;1.529;50.61;11.51;19.454;43.37;64.78;-69.48;1178.028;415.16;12.1;21.568;2.99;3107.309;67.83;0.01;0.05
"France";2001;59.014776;2077.914824704;72.252;20.48;16.574;475.26;543.65;1.226;1.514;46.48;15.15;20.003;39.28;72.62;-68.39;1187.051;421.08;10.85;20.827;3.33;3145.42;76.09;0.01;0.13
"France";2002;59.372784;2107.291205632;78.28;23.66;11.99;475.09;552.12;-1.027;1.477;52.67;18.37;19.509;43.22;58.88;-77.03;1223.322;436.76;10.64;20.197;3.53;3113.109;62.69;0.01;0.27
"France";2003;59.72826;2130.78376448;83.369;26.26;13.174;493.51;559.92;1.03;1.476;57.38;19.37;16.845;46.68;57.35;-66.41;1227.475;441.07;11.75;17.617;3.72;3145.164;61.47;0.01;0.39
"France";2004;60.108436;2196.565655552;80.449;24.37;1.214;505.28;567.19;0.82;1.444;56.53;21.05;14.561;45.63;58.04;-61.91;1239.486;448.24;11.11;17.054;3.78;3170.968;62.42;0.01;0.59
"France";2005;60.51008;2238.35717632;88.144;27.51;0;509.53;569.86;-0.586;1.408;63.35;23.07;11.758;50.23;50.14;-60.33;1240.675;451.53;12.77;14.816;3.87;3152.401;54.98;0.01;0.96
"France";2006;60.919152;2296.438063104;80.194;22.89;0;504.66;568;-0.802;1.362;56.9;21.76;12.971;45.55;54.88;-63.34;1229.219;450.19;12.25;13.979;3.84;3127.131;60.91;0.01;2.18
"France";2007;61.32938;2353.924145152;82.869;24.45;0;505.4;562.21;-1.752;1.305;58.18;21.99;11.546;46.59;55.99;-56.81;1193.152;439.73;11.74;12.934;4.22;3072.352;64.3;0.02;4.07
"France";2008;61.721004;2361.538117632;78.999;23.06;0;519.36;567.35;0.311;1.305;55.57;21.88;10.026;44.82;62.16;-47.99;1184.978;439.45;10.63;12.758;4.44;3081.914;72.33;0.04;5.69
"France";2009;62.0933;2294.314958848;78.513;21.67;0;503.28;529.21;-5.579;1.268;51.32;20.5;9.535;41.55;55.49;-25.93;1098.041;409.74;9.15;11.875;4.58;2909.973;68.15;0.17;7.91
"France";2010;62.444568;2341.292736512;81.641;23.36;0;532.12;562.83;3.016;1.28;57.63;23.76;8.062;45.95;61.2;-30.71;1141.338;428.52;10.51;11.834;4.92;2997.734;76.68;0.62;9.94
"France";2011;62.775272;2391.848255488;79.362;17.39;0;510.99;567.4;-3.85;1.205;58.99;29.49;6.663;45.03;45.74;-56.41;1171.086;442.39;12.11;11.673;5.58;2882.312;66.02;2.33;12.37
"France";2012;63.071412;2395.403190272;80.165;21.46;0;522.56;567.08;-0.039;1.203;56.42;22.75;5.838;45.46;59.83;-44.52;1119.307;425.41;12.21;10.711;5.81;2881.175;85.25;4.43;15.18
"France";2013;63.33518;2415.696805888;77.908;23.84;0;527.99;576.45;0.946;1.204;53.35;18.39;3.742;44.91;71.92;-48.46;1108.062;423.68;11.12;10.525;6.18;2908.428;99.42;5.19;16.13
"France";2014;63.588496;2424.453726208;56.924;11.26;0;499;566.19;-4.218;1.149;35.68;13.16;0.197;32.23;63.77;-67.19;1134.688;436.48;11.26;10.107;6.55;2785.743;94.03;6.39;17.32
"France";2015;63.809768;2453.07277312;64.382;11.89;0;509.86;573.92;0.624;1.143;44.65;21.14;0.247;36.95;55.56;-64.06;1130.386;437.43;11.62;10.664;7.11;2803.133;91.84;7.75;21.42
"France";2016;63.98932;2479.389933568;75.396;10.23;0;517.15;558.65;-1.717;1.111;56.45;34.97;0.236;42.12;60.84;-41.5;1035.759;403.2;11.25;10.533;8.12;2754.993;99;8.66;21.38
"France";2017;64.144092;2536.203354112;84.736;12.81;0;515.95;556.08;-0.737;1.078;65.09;40.5;4.005;47.12;50;-40.13;1017.315;398.36;11.78;394.949;8.43;2734.68;92.63;9.59;24.61
"France";2018;64.277812;2581.673803776;66.617;8.31;0;512.86;575.83;1.856;1.079;49.27;30.61;409.062;38.36;65.11;-62.97;1048.389;412.94;10.35;55.184;8.99;2785.428;113.62;10.92;28.6
"France";2019;64.39976;2536.203354112;68.532;3.64;463.347;508.05;565.72;-2.139;1.134;53.5;39.31;346.515;38.77;56.91;-57.67;1009.287;399.01;10.55;0.098;9.25;2725.835;113.21;12.33;34.72
"France";2020;64.480052;2395.403190272;67.387;3.09;0;482.21;527.25;-9.96;0.801;48.14;35.28;324.75;35.53;62.59;-45.04;891.721;353.83;9.77;99.432;9.37;2454.33;125.28;13.46;39.86
"France";2021;64.531448;2415.696805888;67.39;5.44;208.577;505.49;550.38;6.393;0.998;48.66;33.36;124.323;37.09;59.62;-44.89;952.558;379.36;9.86;0;10.18;2611.23;122.36;15.73;36.83
"France";2022;64.626624;2341.292736512;84.879;4.41;18.364;485.78;470.67;-10.774;1.134;57.28;43.19;494.311;39.95;46.29;15.11;737.357;297.88;9.68;1.263;10.61;2329.906;115.51;20.05;38.56
"Germany";2000;81.55168;2741.356986368;498.568;296.68;706.087;572.07;569.01;0.621;1.455;363.93;49.2;176.654;283.69;21.73;3.06;481.26;169.61;18.05;40.602;4.33;3988.179;35.47;0.06;9.35
"Germany";2001;81.514568;2819.462529024;494.386;293.74;677.528;582.62;578.96;1.871;1.441;369.76;55.5;178.334;286.23;22.73;3.66;482.924;171.3;20.52;41.154;4.59;4062.799;37.9;0.12;10.46
"Germany";2002;81.443424;2851.462971392;497.062;299.6;679.462;593.75;583.75;-1.257;1.407;374.43;56.3;177.868;290.16;23.12;10;461.706;164.84;18.53;43.691;5.31;4011.723;44.48;0.19;15.86
"Germany";2003;81.346808;2863.394193408;500.083;304.63;672.2;597.43;600.7;-0.031;1.401;388.97;62.59;185.157;300.4;18.32;-3.27;459.353;165.06;21.75;45.872;8.95;4010.471;46.67;0.31;19.09
"Germany";2004;81.266672;2929.753849856;487.031;298.77;679.345;605.76;608.38;-0.014;1.369;383.34;62.67;171.335;296.3;20.75;-2.62;461.972;167.07;21.9;43.2;10.64;4009.893;57.97;0.56;26.02
"Germany";2005;81.212168;2983.874265088;482.535;288.14;657.931;606.66;611.23;-1.179;1.328;384.78;72.19;165.427;294.94;19.64;-4.57;447.986;163.05;24.45;42.463;14.71;3962.631;63.4;1.28;27.77
"Germany";2006;81.177816;3129.394593792;474.337;288.93;620.453;610.38;627.36;2.517;1.298;387.58;74.73;163.422;297.58;20.03;-16.98;456.955;167.27;23.92;42.861;18.94;4062.384;72.51;2.22;31.32
"Germany";2007;81.183832;3268.102848512;488.662;297.1;632.836;613.18;629.74;-4.159;1.191;399.83;77.45;149.697;307.73;21.17;-16.56;381.321;140.53;25.28;42.077;24.62;3893.425;89.38;3.08;40.51
"Germany";2008;81.217488;3340.933005312;468.43;275.21;582.616;610.88;630.98;1.059;1.178;388.21;88.48;136.351;295.57;20.44;-20.1;401.18;148.49;24.52;38.173;28.04;3934.661;94.28;4.42;41.38
"Germany";2009;81.260624;3189.039955968;464.562;253.45;539.803;574.39;586.66;-6.163;1.158;355.79;80.27;127.462;272.54;19.03;-12.27;361.601;134.93;22.07;34.896;30.91;3692.18;95.94;6.58;39.42
"Germany";2010;81.325088;3356.7932416;462.11;262.89;533.795;607.78;622.73;4.197;1.146;376.99;88.76;111.24;287.77;20.95;-14.95;374.362;140.56;25.34;31.089;33.95;3847.15;105.18;11.73;38.55
"Germany";2011;81.423384;3519.131418624;472.549;262.46;543.482;599.49;603.26;-3.55;1.054;371.25;85.67;104.655;285.07;17.67;-3.77;285.821;107.97;23.12;32.358;36.91;3710.586;124.04;19.6;49.86
"Germany";2012;81.545568;3536.438165504;475.111;276.23;555.595;597.8;618.34;1.383;1.064;375.84;75.95;94.614;293.78;21.75;-20.54;261.694;99.46;23.66;32.446;43.23;3761.915;143.04;26.38;51.68
"Germany";2013;81.680592;3553.715290112;477.508;288.2;524.756;596.91;629.1;2.834;1.089;379.47;67;86.041;300.4;23;-32.19;254.443;97.29;24.27;32.716;45.59;3868.519;152.34;31.01;52.74
"Germany";2014;81.858824;3610.400784384;463.023;274.41;513.276;584.08;617.96;-4.086;1.028;358.29;60.61;80.827;286.13;19.59;-33.88;252.5;97.13;23.27;30.51;48.39;3710.461;162.54;36.06;58.5
"Germany";2015;82.073232;3672.553029632;448.275;272.2;497.909;590.39;638.67;1.897;1.029;358.09;61.47;75.244;286.3;18.98;-48.28;237.191;91.79;24.42;30.494;50.46;3780.858;188.79;38.73;80.62
"Germany";2016;82.331432;3735.419092992;447.899;261.75;460.972;590.45;640.97;1.641;1.029;366.67;80.62;69.23;287.09;20.55;-50.52;217.415;84.63;24.3;29.639;51.1;3842.884;189.67;38.1;79.92
"Germany";2017;82.624368;3827.498221568;423.933;241.26;458.444;591.58;644.04;1.296;1.017;351.4;86.04;63.762;273.03;20.15;-52.46;194.914;76.32;24.1;1012.334;51.08;3892.673;216.32;39.4;105.69
"Germany";2018;82.896696;3885.961314304;411.296;228.16;439.408;581.95;630.69;-2.506;0.977;332.62;81.56;55.418;259.4;17.69;-48.74;192.963;76;22.9;584.127;50.97;3795.127;222.07;43.46;109.95
"Germany";2019;83.148144;3885.961314304;361.378;171.45;330.528;565.9;598.57;-2.575;0.612;283.17;90;53.308;216.31;19.73;-32.67;189.89;75.07;21.72;1680.75;50.33;3697.411;240.33;44.38;125.89
"Germany";2020;83.328992;3885.961314304;332.185;134.6;271.945;546.86;565.89;-6.747;0.605;250.02;95;45.324;187.98;18.72;-19.03;162.255;64.38;20.42;574.838;51.16;3447.96;251.49;49.5;132.11
"Germany";2021;83.40856;2926.999240704;364.415;164.5;320.333;557.85;576.43;2.944;1.887;276.5;90.3;45.368;210.06;19.66;-18.58;173.582;69.13;21.7;1597.31;47.15;3549.456;230.8;49.34;114.65
"Germany";2022;83.36984;3519.131418624;385.389;178.94;336.058;533.3;560.55;-3.752;0.46;280.96;79.8;42.573;216.03;17.06;-27.25;86.812;35.86;22.22;1071.509;41.75;3416.287;243.73;60.01;124.91
"Ghana";2000;19.665506;39.519514624;70.126;0;0;7.34;7.13;23.165;1.053;0.58;0.29;0;0.5;6.54;0.21;0;0;0.29;4.461;0.01;41.627;6.55;0;0
"Ghana";2001;20.195584;41.144434688;111.255;0;0;7.88;7.73;0.578;1.018;1.18;0.59;0;0.86;6.54;0.15;0;0;0.59;4.449;0.01;41.868;6.55;0;0
"Ghana";2002;20.758324;42.97904128;192.686;0;0;7.54;7.11;-8.465;0.892;2.1;1.05;0;1.37;4.99;0.43;0;0;1.05;4.449;0.02;38.324;5.01;0;0
"Ghana";2003;21.32952;45.217304576;209.424;0;0;6.07;5.73;-8.43;0.776;1.86;0.93;0;1.2;3.85;0.34;41.533;0;0.93;4.449;0.02;35.093;3.87;0;0
"Ghana";2004;21.906448;47.687385088;86.735;0;0;6.09;5.88;18.129;0.869;0.64;0.32;0;0.51;5.23;0.21;14.82;0;0.32;4.461;0.01;41.455;5.24;0;0
"Ghana";2005;22.496952;50.453082112;118.263;0;0;6.86;6.68;2.769;0.844;1.1;0.55;0;0.79;5.57;0.18;0;0;0.55;3.813;0.01;42.603;5.58;0;0
"Ghana";2006;23.09859;53.573709824;206.813;0;0;8.09;8.22;-2.717;0.774;2.64;1.32;0;1.7;5.56;-0.13;0;0;1.32;3.813;0.02;41.445;5.58;0;0
"Ghana";2007;23.708328;55.85547264;290.99;0;0;6.96;6.77;-5.627;0.7;3.06;1.24;0;1.97;3.69;0.19;0;0;1.82;3.813;0.02;39.113;3.71;0;0
"Ghana";2008;24.326092;60.944891904;168.305;0;0;7.88;8.14;18.158;0.758;2;0.85;0;1.37;6.13;-0.26;38.655;0;1.15;3.824;0.01;46.215;6.14;0;0
"Ghana";2009;24.950768;63.844990976;152.62;0;0;8.23;8.78;15.019;0.833;1.96;0.95;0;1.34;6.81;-0.55;39.14;0;1.01;3.813;0.01;53.156;6.82;0;0
"Ghana";2010;25.574722;68.83872768;194.361;0;0;9;9.93;3.049;0.796;2.98;1.57;0;1.93;6.93;-0.93;0;0;1.41;4.569;0.02;54.777;6.95;0;0
"Ghana";2011;26.20594;78.458888192;195.791;0;0;10.32;10.93;25.716;0.878;3.42;2.08;0;2.14;7.49;-0.61;0;0;1.34;48.627;0.02;68.864;7.51;0;0
"Ghana";2012;26.85876;85.729714176;197.952;0;0;11.18;11.72;2.618;0.824;3.71;2.23;0;2.32;7.99;-0.54;0;0;1.48;49.934;0.02;70.667;8.01;0;0
"Ghana";2013;27.525586;92.004286464;213.089;0;0;12.03;12.53;5.112;0.807;4.36;2.77;0;2.67;8.15;-0.5;0;0;1.59;62.227;0.02;74.279;8.17;0;0
"Ghana";2014;28.196356;95.677579264;204.276;0;0;12.16;12.63;1.472;0.788;4.31;3.01;0.542;2.58;8.3;-0.47;32.948;0;1.3;66.744;0.02;75.372;8.32;0;0
"Ghana";2015;28.870946;99.411263488;278.424;0;0;10.81;11.17;9.053;0.827;5.36;3.75;7.756;3.11;5.79;-0.36;0;0;1.61;65.052;0.02;82.196;5.81;0;0
"Ghana";2016;29.554298;103.444160512;292.105;0;0;11.96;11.4;1.215;0.804;5.84;4.21;6.898;3.33;5.51;0.56;0;0;1.63;62.684;0.02;83.195;5.56;0.03;0
"Ghana";2017;30.222266;111.86761728;314.642;0;0;12.89;12.84;0.188;0.745;7.17;5.28;463.251;4.04;5.62;0.05;0;0;1.89;1238.985;0.02;83.352;5.67;0.03;0
"Ghana";2018;30.870648;118.873890816;327.07;0;0;13.77;14.37;15.269;0.808;8.3;5.94;3.579;4.7;6.02;-0.6;0;0;2.36;64.431;0.02;96.078;6.07;0.03;0
"Ghana";2019;31.522294;291.225468928;315.758;0;20.331;15.39;16.69;2.875;1.16;9.37;6.96;1.588;5.27;7.25;-1.3;12.14;0;2.41;0;0.02;98.841;7.32;0.05;0
"Ghana";2020;32.180402;139.183456256;353.96;0;0;18.46;20.2;13.436;1.054;12.82;9.52;616;7.15;7.29;-1.74;0;0;3.3;51.325;0.03;112.122;7.38;0.06;0
"Ghana";2021;32.833036;213.475426304;361.204;0;0;19.52;20.93;2.005;1.064;13.63;10.29;0.922;7.56;7.21;-1.41;0;0;3.34;208.564;0.03;114.369;7.3;0.06;0
"Greece";2000;11.038112;225.054588928;701.236;34.31;95.617;53.41;53.42;5.173;1.658;49.28;5.92;0.547;37.46;3.69;-0.01;0;0;9.05;3.412;0;373.052;4.14;0;0.45
"Greece";2001;11.072182;236.462129152;718.538;35.43;97.599;55.58;53.08;0.797;1.59;50.14;6.13;0.519;38.14;2.1;2.5;0;0;8.58;3.514;0.08;376.025;2.94;0;0.76
"Greece";2002;11.09662;247.945854976;705.097;34.57;99.81;56.85;53.95;0.092;1.518;50.37;7.06;0.548;38.04;2.8;2.9;0;0;8.74;2.396;0.13;376.371;3.58;0;0.65
