"country";"year";"population";"gdp";"carbon_intensity_elec";"coal_electricity";"coal_production";"electricity_demand";"electricity_generation";"energy_cons_change_pct";"energy_per_gdp";"fossil_electricity";"gas_electricity";"gas_production";"greenhouse_gas_emissions";"hydro_electricity";"net_elec_imports";"nuclear_consumption";"nuclear_electricity";"oil_electricity";"oil_production";"other_renewable_electricity";"primary_energy_consumption";"renewables_electricity";"solar_electricity";"wind_electricity"
"Greece";2003;11.110488;264.671526912;674.957;35.17;95.087;59.99;57.9;5.831;1.505;52.01;8.02;0.401;39.08;4.77;2.09;0;0;8.82;2.006;0.1;398.316;5.89;0;1.02
"Greece";2004;11.115089;280.566759424;672.279;35.38;99.399;61.62;58.8;-0.021;1.419;52.89;8.99;0.372;39.53;4.67;2.82;0;0;8.52;1.935;0.12;398.232;5.91;0;1.12
"Greece";2005;11.11345;284.786819072;670.032;35.54;99.297;63.21;59.43;0.345;1.403;53.02;8.17;0.237;39.82;5.02;3.78;0;0;9.31;1.693;0.12;399.606;6.41;0;1.27
"Greece";2006;11.106097;303.593193472;641.183;32.26;95.021;64.37;60.17;2.928;1.355;52.5;10.61;0.336;38.58;5.86;4.2;0;0;9.63;1.166;0.11;411.306;7.67;0;1.7
"Greece";2007;11.091491;316.350857216;669.75;34.68;97.565;67.07;62.71;1.956;1.326;58.12;14.16;0.285;42;2.59;4.36;0;0;9.28;0.791;0.18;419.35;4.59;0;1.82
"Greece";2008;11.073621;318.1273088;655.912;33.36;94.546;68.53;62.92;-1.852;1.294;57.17;13.8;0.189;41.27;3.31;5.61;0;0;10.01;0.636;0.19;411.585;5.75;0.01;2.24
"Greece";2009;11.055503;307.180732416;639.266;34.19;95.086;65.44;61.07;-3.69;1.29;52.91;11.02;0.152;39.04;5.35;4.37;0;0;7.7;0.741;0.22;396.398;8.16;0.05;2.54
"Greece";2010;11.033784;292.966531072;604.566;30.8;85.078;63.09;57.38;-4.531;1.292;46.85;9.85;0.091;34.69;7.47;5.71;0;0;6.2;1.481;0.19;378.437;10.53;0.16;2.71
"Greece";2011;11.00473;268.611518464;620.375;31.07;87.282;62.42;59.19;-1.89;1.382;51.04;14.07;0.083;36.72;4.01;3.23;0;0;5.9;1.111;0.21;371.285;8.15;0.61;3.32
"Greece";2012;10.963633;248.992874496;602.798;31.11;93.56;62.53;60.75;-5.921;1.403;50.62;13.48;0.089;36.62;4.39;1.78;0;0;6.03;1.062;0.2;349.302;10.13;1.69;3.85
"Greece";2013;10.914501;240.930471936;547.094;26.4;78.25;59.01;57.12;-6.012;1.363;42.76;10.88;0.075;31.25;6.35;1.89;0;0;5.48;0.791;0.22;328.303;14.36;3.65;4.14
"Greece";2014;10.862972;241.77639424;571.4;25.75;74.248;59.17;50.35;-6.212;1.274;38.17;6.79;0.07;28.77;4.48;8.82;0;0;5.63;0.737;0.22;307.91;12.18;3.79;3.69
"Greece";2015;10.806644;241.242128384;522.284;22.11;66.003;61.44;51.83;1.238;1.292;36.98;9.09;0.061;27.07;6.1;9.61;0;0;5.78;0.683;0.23;311.723;14.85;3.9;4.62
"Greece";2016;10.749742;241.653891072;500.46;18.88;46.201;63.21;54.41;-1.525;1.27;39.52;14.97;0.137;27.23;5.54;8.8;0;0;5.67;2.018;0.27;306.97;14.89;3.93;5.15
"Greece";2017;10.69223;245.290991616;507.974;18.76;53.117;61.42;55.18;4.954;1.313;41.38;17.13;338.003;28.03;3.96;6.24;0;0;5.49;0;0.31;322.177;13.8;3.99;5.54
"Greece";2018;10.633275;250.035847168;479.624;17.19;49.716;59.53;53.25;0.581;1.296;37.11;14.09;756.947;25.54;5.74;6.28;0;0;5.83;57.674;0.31;324.05;16.14;3.79;6.3
"Greece";2019;10.574026;101.981110272;445.245;12.12;35.907;58.52;48.58;-2.218;0.819;32.48;14.5;389.97;21.63;4;9.94;0;0;5.86;0;0.4;316.865;16.1;4.43;7.27
"Greece";2020;10.512232;301.275578368;387.666;6.61;18.961;57.02;48.16;-12.603;0.763;30.61;19.23;245.177;18.67;3.34;8.86;0;0;4.77;1229.331;0.45;276.929;17.55;4.45;9.31
"Greece";2021;10.445368;316.350857216;353.339;5.32;16.737;58.33;54.65;9.238;1.029;32.52;22.49;31.841;19.31;5.9;3.68;0;0;4.71;246.37;0.5;302.512;22.13;5.25;10.48
"Greece";2022;10.384972;244.088406016;344.413;5.48;18.962;55.8;52.35;4.396;1.054;29.75;19.56;147.393;18.03;4.73;3.45;0;0;4.71;1229.331;0.5;315.811;22.6;6.5;10.87
"Guatemala";2000;11.735893;68.715679744;356.551;0.77;0;5.33;6.03;5.085;0.693;2.6;0;0;2.15;2.5;-0.7;0;0;1.83;13.203;0.93;47.631;3.43;0;0
"Guatemala";2001;12.009197;70.380544;396.226;1.03;0;5.59;5.83;4.23;0.705;2.84;0;0;2.31;2.18;-0.24;0;0;1.81;13.422;0.81;49.645;2.99;0;0
"Guatemala";2002;12.289867;73.27735808;441.368;0.85;0;5.76;6.14;1.074;0.685;3.47;0;0;2.71;1.93;-0.38;34.119;0;2.62;11.457;0.74;50.179;2.67;0;0
"Guatemala";2003;12.570507;75.358445568;424.837;1.13;0;7.25;7.65;9.795;0.731;4.12;0;0;3.25;2.65;-0.4;0;0;2.99;14.004;0.88;55.094;3.53;0;0
"Guatemala";2004;12.852433;78.110564352;407.407;1.22;0;6.33;6.75;-5.631;0.666;3.43;0;0;2.75;2.54;-0.42;0;0;2.21;12.649;0.78;51.992;3.32;0;0
"Guatemala";2005;13.132818;80.887496704;407.72;1.43;0;7.97;8.29;3.239;0.664;4.1;0;0;3.38;2.91;-0.32;0;0;2.67;10.922;1.28;53.676;4.19;0;0
"Guatemala";2006;13.412401;85.203984384;390.832;1.21;0;8.21;8.29;6.021;0.668;4.01;0;0;3.24;3.27;-0.08;0;0;2.8;12.827;1.01;56.908;4.28;0;0
"Guatemala";2007;13.696609;90.478133248;406.874;1.19;0;8.9;9.02;7.2;0.674;4.51;0;0;3.67;3;-0.12;61.299;0;3.32;10.072;1.51;61.005;4.51;0;0
"Guatemala";2008;13.979451;93.355040768;356.635;1.08;0;8.37;8.44;-7.126;0.607;3.71;0;0;3.01;3.64;-0.07;0;0;2.63;9.912;1.09;56.658;4.73;0;0
"Guatemala";2009;14.259415;93.7472;412.865;0.69;0;8.49;8.55;4.559;0.632;4.53;0;0;3.53;2.91;-0.06;11.397;0;3.84;8.602;1.11;59.241;4.02;0;0
"Guatemala";2010;14.543126;96.368689152;295.369;0.96;0;8.21;7.99;-1.697;0.604;2.64;0;0;2.36;3.81;0.22;0;0;1.68;7.611;1.54;58.236;5.35;0;0
"Guatemala";2011;14.833458;100.319617024;303.14;1.06;0;8.6;8.28;2.002;0.592;2.91;0;0;2.51;4.13;0.32;16.01;0;1.85;6.969;1.24;59.401;5.37;0;0
"Guatemala";2012;15.128307;103.417749504;298.604;1.23;0;9.34;9.31;7.074;0.615;3.09;0;0;2.78;4.46;0.03;0;0;1.86;6.745;1.76;63.603;6.22;0;0
"Guatemala";2013;15.422663;107.344740352;301.193;1.57;0;9.78;10.06;6.925;0.634;3.24;0;0;3.03;4.65;-0.28;60.069;0;1.67;6.359;2.17;68.008;6.82;0;0
"Guatemala";2014;15.713744;111.91537664;303.087;1.9;0;10.19;10.69;5.411;0.641;3.4;0;0;3.24;4.84;-0.5;0;0;1.5;6.4;2.44;71.688;7.29;0.01;0
"Guatemala";2015;16.001105;116.637179904;360.14;2.93;0;10.94;11.44;11.661;0.686;4.35;0;0;4.12;3.87;-0.5;0;0;1.42;6.392;2.95;80.047;7.09;0.16;0.11
"Guatemala";2016;16.291004;120.159256576;350.79;2.84;0;11.44;12.03;9.038;0.726;4.43;0;0;4.22;3.99;-0.59;14.725;0;1.59;5.731;3.2;87.282;7.6;0.19;0.22
"Guatemala";2017;16.578718;123.76764416;295.741;3.33;30.799;11.71;12.68;8.422;0.765;3.77;0;3.501;3.75;5.81;-0.97;6.817;0;0.44;26.669;2.68;94.633;8.91;0.2;0.22
"Guatemala";2018;16.850176;127.549980672;339.235;4.03;2.788;12.45;14.12;2.818;0.763;4.95;0;0;4.79;5.31;-1.67;0;0;0.92;0.247;3.34;97.3;9.17;0.2;0.32
"Guatemala";2019;17.106338;207.95768832;356.264;3.84;0;12.76;13.81;2.88;1.205;5.07;0;0;4.92;4.47;-1.05;0;0;1.23;23.818;3.71;100.102;8.74;0.23;0.33
"Guatemala";2020;17.362716;495.886106624;273.472;2.39;0;13.35;13.42;-0.535;1.227;3.54;0.01;3.532;3.67;5.78;-0.07;0;0;1.14;12.224;3.57;99.566;9.88;0.22;0.31
"Guatemala";2021;17.608484;253.683007488;304.709;3.65;12.929;14.37;14.44;1.02;1.255;4.35;0.02;0;4.4;5.92;-0.07;0;0;0.68;8.852;3.62;100.582;10.09;0.23;0.32
"Hungary";2000;10.202054;134.035357696;411.481;9.59;38.562;38.63;35.19;-2.95;2.095;20.77;6.6;32.028;14.48;0.18;3.44;40.236;14.18;4.58;24.973;0.06;280.802;0.24;0;0
"Hungary";2001;10.177955;141.92033792;406.645;8.84;35.136;39.59;36.42;2.437;2.027;22.03;8.86;32.031;14.81;0.19;3.17;39.822;14.13;4.33;24.547;0.07;287.644;0.26;0;0
"Hungary";2002;10.148404;151.325425664;397.787;8.98;34.421;40.41;36.15;-2.34;1.856;21.97;10.74;30.47;14.38;0.19;4.26;39.081;13.95;2.25;19.43;0.04;280.912;0.23;0;0
"Hungary";2003;10.11806;160.317177856;431.585;9.17;35.545;41.07;34.13;1.237;1.774;22.79;11.88;29.561;14.73;0.17;6.94;30.649;11.01;1.74;19.779;0.16;284.387;0.33;0;0
"Hungary";2004;10.094499;171.776475136;398.398;8.18;27.068;41.18;33.71;1.596;1.682;20.86;11.72;30.594;13.43;0.2;7.47;32.948;11.91;0.96;21.621;0.73;288.927;0.94;0;0.01
"Hungary";2005;10.073533;182.948364288;359.161;7.02;20.331;41.98;35.75;6.628;1.684;20.05;12.38;30.144;12.84;0.2;6.23;38.012;13.83;0.65;18.929;1.66;308.077;1.87;0;0.01
"Hungary";2006;10.057063;193.865269248;367.085;7;20.429;43.06;35.85;-1.953;1.558;20.9;13.16;30.811;13.16;0.19;7.21;36.754;13.46;0.74;18.03;1.26;302.061;1.49;0;0.04
"Hungary";2007;10.041171;198.699892736;365.616;7.37;20.618;43.95;39.96;-1.316;1.5;23.4;15.23;25.924;14.61;0.21;3.99;39.824;14.68;0.8;15.455;1.56;298.086;1.88;0;0.11
"Hungary";2008;10.023508;204.543000576;357.321;7.08;19.696;43.92;40.02;-1.405;1.437;22.85;15.18;25.955;14.3;0.21;3.9;39.957;14.82;0.59;15.902;1.94;293.896;2.35;0;0.2
"Hungary";2009;10.008581;195.011821568;323.865;6.34;18.097;41.42;35.91;-7.216;1.398;17.59;10.42;29.577;11.63;0.23;5.51;41.34;15.43;0.83;15.696;2.33;272.688;2.89;0;0.33
"Hungary";2010;9.986832;200.323055616;322.451;6.23;18.53;42.57;37.37;1.884;1.387;18.59;11.6;28.904;12.05;0.19;5.2;41.978;15.76;0.76;13.941;2.3;277.827;3.02;0;0.53
"Hungary";2011;9.953247;207.95768832;318.989;6.48;19.137;42.66;36.02;-3.01;1.296;17.62;10.74;27.357;11.49;0.22;6.64;41.521;15.69;0.4;12.443;1.86;269.464;2.71;0;0.63
"Hungary";2012;9.922133;204.62534656;309.648;6.34;18.683;42.59;34.62;-6.809;1.227;16.19;9.4;22.867;10.72;0.21;7.97;41.554;15.79;0.45;12.426;1.65;251.116;2.64;0.01;0.77
"Hungary";2013;9.894637;208.958734336;286.942;6.3;18.744;42.13;30.25;-5.207;1.139;12.1;5.54;19.973;8.68;0.21;11.88;40.196;15.37;0.26;12.255;1.83;238.041;2.78;0.02;0.72
"Hungary";2014;9.867906;217.41273088;269.506;5.99;18.468;42.74;29.35;0.096;1.096;10.54;4.24;18.589;7.91;0.3;13.39;40.681;15.65;0.31;10.979;2.13;238.269;3.16;0.07;0.66
"Hungary";2015;9.84425;224.257294336;271.047;5.79;17.658;43.98;30.29;5.36;1.119;11.24;5.11;17.706;8.21;0.23;13.69;40.919;15.83;0.34;11.316;2.16;251.04;3.22;0.14;0.69
"Hungary";2016;9.815106;228.41417728;276.014;5.63;17.009;44.52;31.81;1.775;1.119;12.51;6.48;18.395;8.78;0.26;12.71;41.24;16.05;0.4;12.577;2.07;255.495;3.25;0.24;0.68
"Hungary";2017;9.78894;238.288093184;272.312;4.93;14.923;45.71;32.83;5.401;1.13;13.25;7.87;1.008;8.94;0.22;12.88;41.109;16.1;0.45;0;2.15;269.293;3.48;0.35;0.76
"Hungary";2018;9.776361;250.42649088;266.521;4.67;13.271;46.28;31.93;0.709;1.083;12.43;7.28;146.931;8.51;0.22;14.35;39.943;15.73;0.48;0.063;2.31;271.203;3.77;0.63;0.61
"Hungary";2019;9.771799;418.303442944;254.168;4.03;11.554;46.77;34.19;1.361;0.786;13.2;8.7;173.314;8.69;0.22;12.58;41.2;16.29;0.47;0;2.25;274.892;4.7;1.5;0.73
"Hungary";2020;9.750571;418.303442944;246.981;3.71;10.846;46.46;34.78;-1.661;0.38;13.2;9.09;87.189;8.59;0.24;11.68;40.461;16.06;0.4;0;2.17;270.327;5.52;2.46;0.65
"Hungary";2021;9.709784;244.088406016;233.037;3.01;8.991;48.71;35.96;5.054;0.915;13.06;9.65;333.217;8.38;0.21;12.75;40.15;15.99;0.4;1242.649;2.24;283.989;6.91;3.8;0.66
"Hungary";2022;9.967304;273.70676224;222.098;2.9;8.883;47.81;35.66;-6.428;0.959;12.14;8.88;0;7.92;0.19;12.15;39.559;15.82;0.36;0;2.26;265.733;7.7;4.64;0.61
"India";2000;1059.633664;2773.211152384;648.016;390.23;1771.192;572.74;571.39;5.044;1.344;475.35;55.96;253.627;370.27;76.99;1.35;44.743;15.77;29.16;397.327;1.686;3728.514;80.27;0.01;1.58
"India";2001;1078.97088;2906.877853696;654.2;408.29;1793.757;587.36;586.09;0.411;1.288;491.01;55.93;254.277;383.42;72.02;1.27;53.248;18.89;26.79;397.478;2.069;3743.853;76.19;0.01;2.09
"India";2002;1098.313088;2989.575634944;660.439;426.7;1873.271;610.99;609.64;3.256;1.293;517.51;62.88;265.544;402.63;68.54;1.35;54.205;19.35;27.93;409.864;2.14;3865.751;72.78;0.01;2.09
"India";2003;1117.415168;3212.953780224;661.26;441.47;1954.734;639.82;638.13;3.578;1.246;545.36;72.8;284.269;421.97;69.3;1.69;50.487;18.14;31.09;411.562;2.713;4004.078;74.63;0.02;2.6
"India";2004;1136.264576;3454.210932736;630.771;463.01;2110.972;700.02;698.32;8.579;1.259;567.86;76.58;281.378;440.48;100.64;1.7;58.778;21.26;28.27;422.576;3.314;4347.582;109.2;0.02;5.23
"India";2005;1154.63872;3709.371154432;639.641;478.48;2207.16;706.07;704.52;5.889;1.241;579.32;75.47;285.121;450.64;97.42;1.55;48.709;17.73;25.37;406.178;4.035;4603.61;107.47;0.02;5.99
"India";2006;1172.37376;4024.05851136;629.663;505.46;2303.685;747.17;744.43;5.346;1.205;599.24;74.7;281.868;468.74;112.62;2.74;48.142;17.63;19.08;419.203;5.587;4849.72;127.56;0.01;9.34
"India";2007;1189.691776;4355.554279424;622.573;533.27;2446.755;801.2;796.26;8.524;1.208;636.68;90.05;289.645;495.73;122.61;4.94;48.384;17.83;13.36;423.809;7.403;5263.111;141.75;0.06;11.68
"India";2008;1206.734848;4601.841975296;637.329;573.12;2647.512;833.92;828.41;5.844;1.211;674.27;85.88;293.919;527.97;115.17;5.51;41.07;15.23;15.27;439.533;9.302;5570.697;138.91;0.06;14.38
"India";2009;1223.640192;4945.730863104;644.553;611.11;2857.771;885.01;879.71;7.464;1.21;728.56;104.37;361.499;567.02;106.34;5.3;45.065;16.82;13.08;441.893;11.642;5986.512;134.33;0.08;16.27
"India";2010;1240.613632;5314.516615168;638.975;642.97;2937.109;943.02;937.47;4.317;1.175;771.78;118.03;474.292;599.02;108.74;5.55;61.478;23.08;10.78;479.662;14.295;6244.97;142.61;0.11;19.46
"India";2011;1257.621248;5675.6666368;625.696;701.25;2915.217;1039.12;1034;5.463;1.16;828.16;117.56;429.334;646.97;131.7;5.12;85.302;32.22;9.35;498.743;17.137;6586.134;173.62;0.83;23.95
"India";2012;1274.487168;5949.387964416;648.291;787.13;2966.21;1096.48;1091.84;5.412;1.167;893.45;96.25;372.678;707.83;115.78;4.64;87.196;33.14;10.07;494.851;19.936;6942.567;165.25;2.1;27.43
"India";2013;1291.132032;6320.315957248;649.589;847.97;2974.117;1150.09;1146.14;3.318;1.135;924.93;66.31;310.631;744.52;131.98;3.95;87.111;33.31;10.65;490.858;22.478;7172.946;187.9;3.43;30.01
"India";2014;1307.246464;6754.740994048;656.336;949.93;3133.724;1262.79;1262.22;6.747;1.134;1025.49;64.01;293.552;828.44;139;0.57;90.17;34.69;11.55;484.296;24.676;7656.914;202.04;4.91;33.45
"India";2015;1322.86656;7259.602550784;661.803;1006.55;3268.103;1322.19;1322.1;3.468;1.091;1080.58;64.77;281.428;874.97;133.28;0.09;98.993;38.31;9.26;478.841;30.617;7922.428;203.21;6.57;32.74
"India";2016;1338.636288;7767.449403392;665.452;1073.6;3301.831;1400.65;1401.74;4.494;1.066;1155.63;72.62;265.823;932.79;128.38;-1.09;97.354;37.9;9.41;472.009;24.817;8278.461;208.21;11.56;43.45
"India";2017;1354.195712;8275.647004672;658.214;1115.24;3329.753;1469.2;1471.33;3.814;1.038;1199.02;74.99;276.933;968.45;135.82;-2.13;95.548;37.41;8.79;470.285;24.908;8594.206;234.9;21.54;52.63
"India";2018;1369.003264;8835.75750656;655.372;1198.86;3555.345;1575.08;1579.18;5.67;1.028;1276.52;71.26;274.915;1034.95;139.75;-4.1;99.143;39.05;6.4;459.936;27.224;9081.509;263.61;36.33;60.31
"India";2019;1383.112064;7248.6223872;638.056;1198.76;3498.878;1618.96;1622.1;2.525;0.589;1273.78;71.95;269.055;1034.99;162.07;-3.14;114.238;45.16;3.07;435.976;31.512;9310.841;303.16;46.27;63.31
"India";2020;1396.387072;7259.602550784;627.217;1143.78;3497.081;1581.83;1581.94;-5.26;0.622;1221.66;74.79;237.606;992.22;163.7;-0.11;112.433;44.61;3.09;408.778;32.855;8821.111;315.67;58.68;60.43
"India";2021;1407.563904;8275.647004672;637.605;1274.13;3717.118;1712.88;1714.76;8.66;1.134;1337.35;59.84;285.388;1093.34;160.33;-1.88;110.276;43.92;3.38;394.949;36.76;9584.976;333.49;68.31;68.09
"India";2022;1417.17312;7830.953263104;633.398;1380.1;4172.377;1855.66;1857.98;5.618;1.012;1430.92;47.04;298.019;1176.84;174.92;-2.32;115.57;46.19;3.78;384.057;40.745;10123.443;380.87;95.16;70.05
"Indonesia";2000;214.072416;1138.30002688;547.838;34;527.964;98.04;98.04;7.046;1.022;78.44;31.93;706.844;53.71;10.02;0;0;0;12.51;835.153;9.58;1163.577;19.6;0;0
"Indonesia";2001;217.112432;1185.220919296;545.497;37.71;634.188;106.16;106.16;7.111;1.052;83.97;33.09;686.265;57.91;11.65;0;0;0;13.17;792.874;10.54;1246.32;22.19;0;0
"Indonesia";2002;220.115088;1244.249980928;575.018;42.93;708.124;113.04;113.04;2.707;1.029;92.04;29.26;755.902;65;9.93;0;0;0;19.85;736.513;11.07;1280.054;21;0;0
"Indonesia";2003;223.080128;1309.811277824;592.47;46.46;783.158;117.39;117.39;8.485;1.06;97.57;27.95;791.568;69.55;9.1;0;0;0;23.16;670.439;10.72;1388.661;19.82;0;0
"Indonesia";2004;225.938592;1381.839929344;596.65;48.21;907.421;124.78;124.78;-0.952;0.995;103.81;26.76;756.947;74.45;9.67;0;0;0;28.84;646.048;11.3;1375.442;20.97;0;0
"Indonesia";2005;228.805152;1467.344879616;606.216;51.83;1047.984;132.89;132.89;2.912;0.965;110.23;21.7;762.698;80.56;10.73;0;0;0;36.7;624.71;11.93;1415.489;22.66;0;0
"Indonesia";2006;231.797424;1555.183173632;618.841;58.67;1308.174;138;138;1.715;0.926;116.82;23.95;753.971;85.4;9.62;0;0;0;34.2;584.127;11.56;1439.761;21.18;0;0
"Indonesia";2007;234.858288;1661.589520384;614.96;63.9;1472.884;148.4;148.4;7.322;0.93;124.11;24.8;725.791;91.26;11.29;0;0;0;35.41;556.317;13;1545.187;24.29;0;0
"Indonesia";2008;237.936544;1793.465253888;605.132;61.49;1644.72;155.9;155.9;1.155;0.872;129.56;27.76;748.299;94.34;11.53;0;0;0;40.31;574.838;14.81;1563.029;26.34;0;0
"Indonesia";2009;240.981296;1886.33448448;593.848;65.91;1721.62;162.87;162.87;2.725;0.851;136.08;40.4;780.441;96.72;11.38;0;0;0;29.77;562.978;15.41;1605.616;26.79;0;0
"Indonesia";2010;244.016176;2015.864815616;578.34;68.48;1759.687;177.56;177.56;8.235;0.862;142.93;38.83;870.005;102.69;17.46;0;0;0;35.62;565.48;17.17;1737.839;34.63;0;0
"Indonesia";2011;247.099696;2150.142705664;610.538;81.09;2203.633;191.88;191.88;5.644;0.854;161.42;39.16;826.79;117.15;12.42;0;0;0;41.17;538.547;18.04;1835.917;30.46;0;0
"Indonesia";2012;250.222688;2279.736344576;618.252;102.17;2376.853;208.96;208.96;3.235;0.831;177.85;48.92;782.996;129.19;12.8;0;0;0;26.76;518.498;18.31;1895.301;31.11;0;0
"Indonesia";2013;253.27592;2406.465929216;607.558;111.25;2901.099;225.18;225.18;-3.447;0.76;189.68;58.05;776.237;136.81;16.92;0;0;0;20.38;492.702;18.57;1829.965;35.5;0.01;0
"Indonesia";2014;256.22976;2526.852677632;617.412;119.53;2820.678;237.55;237.54;1.312;0.734;203.13;60.54;763.996;146.66;15.16;0.01;0;0;23.06;476.389;19.24;1853.965;34.41;0.01;0
"Indonesia";2015;259.091968;2650.203488256;630.302;124.66;2829.951;243.29;243.28;1.555;0.71;209.72;54.14;761.622;153.34;13.74;0.01;0;0;30.92;471.942;19.81;1882.794;33.56;0.01;0
"Indonesia";2016;261.850176;2783.164760064;617.589;135.38;2742.306;258.24;257.55;0.302;0.679;217.97;61.79;750.8;159.06;18.68;0.69;0;0;20.8;496.008;20.87;1888.482;39.58;0.02;0.01
"Indonesia";2017;264.498848;2924.27137024;622.512;147.96;2691.093;266.93;265.81;3.483;0.668;222.64;55.83;727.05;165.47;18.63;1.12;0;0;18.85;476.217;24.51;1954.256;43.17;0.03;0
"Indonesia";2018;267.066848;3075.456106496;619.402;160.01;3178.207;285.29;283.79;9.695;0.697;235.41;57.45;728.017;175.78;21.64;1.5;0;0;17.95;459.3;26.46;2143.717;48.38;0.09;0.19
"Indonesia";2019;269.58288;2536.203354112;625.846;174.49;3566.628;297.12;295.44;6.571;1.134;247.4;62.32;675.834;184.9;21.16;1.68;0;0;10.59;443.785;26.28;2284.574;48.04;0.12;0.48
"Indonesia";2020;271.857984;3075.456106496;624.426;180.87;3271.493;293.37;291.82;-7.527;0.697;238.93;51.28;595.381;182.22;24.33;1.55;0;0;6.78;422.966;27.92;2112.62;52.89;0.17;0.47
"Indonesia";2021;273.753184;1946.812547072;623.157;189.96;3522.277;310.33;309.36;2.003;0.605;253.16;56.53;592.919;192.78;24.7;0.97;0;0;6.67;392.776;30.87;2154.942;56.2;0.19;0.44
"Indonesia";2022;275.501344;3340.933005312;619.026;205.31;3875.839;334.51;333.54;25.986;1.091;268.13;56.71;577.201;206.47;27.3;0.97;0;0;6.11;365.302;37.31;2714.916;65.41;0.44;0.36
"Iran";2000;65.54438;600.69216256;535.232;0.48;9.184;118.63;119.35;4.881;2.325;115.53;81.56;563.366;63.88;3.78;-0.72;0;0;33.49;2229.067;0;1396.568;3.82;0;0.04
"Iran";2001;66.674856;642.713059328;531.233;0.47;8.912;127.29;127.59;6.843;2.322;123.44;89.5;626.052;67.78;4.12;-0.3;0;0;33.47;2207.432;0;1492.142;4.15;0;0.03
"Iran";2002;67.32712;708.074733568;512.19;0.52;8.256;138.42;138.23;8.996;2.297;130.19;98.04;744.471;70.8;8.01;0.19;0;0;31.63;2083.198;0;1626.368;8.04;0;0.03
"Iran";2003;67.954704;787.813564416;505.44;0.47;9.144;152.22;151.65;1.834;2.102;142.03;109.85;780.876;76.65;9.59;0.57;0;0;31.71;2350.304;0;1656.194;9.62;0;0.03
"Iran";2004;69.06168;859.884224512;502.703;0.48;9.792;163.09;162.76;10.612;2.13;150.78;114.61;910.401;81.82;11.93;0.33;0;0;35.69;2428.724;0;1831.958;11.98;0;0.05
"Iran";2005;70.182592;919.502782464;497.204;0.57;12.449;176.39;177.07;5.914;2.11;162.55;124.58;966.125;88.04;14.45;-0.68;0;0;37.4;2417.541;0;1940.3;14.52;0;0.07
"Iran";2006;71.275768;1006.243938304;499.354;0.56;13.209;193.2;193.43;9.275;2.107;174.79;125.12;1052.773;96.59;18.51;-0.23;0;0;49.11;2449.531;0;2120.271;18.64;0;0.13
"Iran";2007;72.319424;1109.29051648;496.652;0.57;13.321;202.44;203.12;6.307;2.032;185.02;138.75;1180.144;100.88;17.96;-0.68;0;0;45.7;2480.164;0;2253.991;18.1;0;0.14
"Iran";2008;73.3184;1141.26946304;540.928;0.39;12.721;208.3;210.49;3.078;2.036;202.85;135.06;1235.674;113.86;7.44;-2.19;0;0;67.4;2505.398;0;2323.367;7.64;0;0.2
"Iran";2009;74.322688;1215.221465088;537.532;0.38;9.216;217.73;221.81;2.407;1.958;214.86;149.41;1357.356;119.23;6.72;-4.08;0;0;65.07;2409.96;0.002;2379.29;6.95;0;0.23
"Iran";2010;75.373864;1316.410097664;515.402;0.35;8.712;231.99;235.68;1.778;1.84;225.25;173.85;1439.102;121.47;10.25;-3.69;0;0;51.05;2465.938;0.01;2421.595;10.43;0;0.17
"Iran";2011;76.342968;1352.440086528;541.704;0.43;9.312;230.58;235.59;4.457;1.87;224.57;142.33;1509.863;127.62;10.68;-5.01;0.283;0.11;81.81;2471.704;0.022;2529.514;10.91;0;0.21
"Iran";2012;77.324448;1271.703928832;529.407;0.4;8.352;241.62;248.75;1.127;2.011;234.5;156.36;1569.358;131.69;12.5;-7.13;3.82;1.45;77.74;2098.968;0.023;2558.024;12.8;0;0.28
"Iran";2013;78.458928;1249.34815744;538.361;0.46;8.408;250.98;258.86;3.514;2.119;239.74;137.69;1575.281;139.36;14.62;-7.88;11.129;4.26;101.59;1973.286;0.019;2647.917;14.86;0;0.22
"Iran";2014;79.961672;1284.499832832;507.637;0.53;8.713;269.74;275.63;4.107;2.146;256.81;192;1754.506;139.92;14.5;-5.89;10.579;4.07;64.28;2024.161;0.047;2756.672;14.75;0;0.2
"Iran";2015;81.790848;1282.580676608;504.425;0.46;9.896;277.57;280.24;-0.405;2.141;263.33;206.61;1835.479;141.36;13.25;-2.67;9.033;3.5;56.26;2096.225;0.016;2745.521;13.41;0;0.14
"Iran";2016;83.306232;1342.488838144;482.403;0.49;10.351;283.66;286.13;4.854;2.144;264.06;225.31;1993.419;138.03;15.42;-2.47;16.632;6.47;38.26;2513.76;0.022;2878.794;15.6;0;0.16
"Iran";2017;84.50508;1434.521042944;471.672;0.69;88.093;300.85;305.17;3.727;2.082;280.55;252.5;2138.501;143.94;17.23;-4.32;17.768;6.96;27.36;2697.528;0.024;2986.091;17.66;0.09;0.32
"Iran";2018;85.61756;1398.995943424;482.632;0.69;4.547;308.64;312.35;3.394;2.207;294.63;266.29;2248.99;150.75;9.84;-3.71;17.481;6.89;27.65;2554.342;0.024;3087.446;10.83;0.22;0.75
"Iran";2019;86.564208;2127.880912896;451.002;0.74;1644.72;315.26;318.89;5.522;0.575;277.37;244.51;2329.001;143.82;33.87;-3.63;16.215;6.41;32.12;1844.619;0.011;3257.938;35.11;0.51;0.72
